성별코드,만연령,만연령_제곱,교육정도_학력구분코드,교육정도_계열코드,혼인상태코드,연령_20대초반,연령_20대후반,연령_30대초반,연령_30대후반,여성기혼,남성미혼,여성미혼,고졸이하,전문대졸,대졸이상,이공계,인문사회,직업교육및직장체험_취업관련시험준비분야코드,연령계층코드,직업교육및직장체험_직업교육수혜구분코드,출생연도,가구주관계코드,가장최근학교_졸업및중퇴연월,가장최근학교_입학및편입연월,직업교육및직장체험_재학휴학중직장체험여부,가장최근학교_년제수,가장최근학교_편입경험유무,직업교육및직장체험_취업관련시험준비여부,최근직장_전공관련성코드,가장최근학교_휴학경험유무,조사연월,연령대,진성쉬었음,취업여부,취업예측확률,단절위험_환경평균,정책유형,재연결지수,지원필요도점수
1,39,1521,4,100,2,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1983,1,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.9670803370838822,0.05014325784812647,안정군,0.962,0.045
1,34,1156,5,70,2,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,1987,1,201202,200503,2,4,2,2,3,1,202105,30-34,0,1,0.988002812527466,0.05925964304922146,안정군,0.974,0.0451
2,21,441,5,92,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2002,3,0,202209,1,0,0,2,0,0,202305,20-24,0,0,0.5759354517880352,0.3752915844640742,안정군,0.591,0.3899
2,32,1024,4,100,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1,1990,4,201109,200903,2,3,2,2,0,2,202205,30-34,0,0,0.0,0.2345583864473848,고착형 단절 위험군,0.23,0.4642
1,30,900,4,50,1,0,0,1,0,0,1,0,0,1,0,1,0,0,4,1,1992,3,201702,201103,1,2,2,2,1,1,202305,30-34,0,1,0.8775631364910258,0.058942503480726716,안정군,0.897,0.078
1,27,729,4,60,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,1996,3,201902,201503,1,2,2,2,1,1,202305,25-29,0,1,0.8716348047392332,0.12123110098163072,안정군,0.874,0.1234
1,25,625,5,70,1,0,1,0,0,0,1,0,0,0,1,1,0,3,3,1,1998,3,0,201703,1,0,0,1,0,0,202305,25-29,0,0,0.13137251040476847,0.12123110098163072,취업취약 비단절군,0.356,0.3455
2,39,1521,3,3,2,0,0,0,1,1,0,0,1,0,0,1,0,0,5,0,1984,2,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.5034703456834605,0.30263997373455936,취업취약 비단절군,0.562,0.3608
1,34,1156,5,70,2,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,1987,1,201202,200603,2,4,2,2,4,1,202105,30-34,0,1,1.0,0.05925964304922146,안정군,0.982,0.0415
2,36,1296,5,80,2,0,0,0,1,1,0,0,0,0,1,1,0,0,5,0,1984,2,0,0,0,0,0,0,0,0,202105,35-39,0,0,0.5911063556969941,0.31559084187742065,고착형 단절 위험군,0.619,0.3436
2,34,1156,4,21,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4,3,1988,2,200902,200703,1,2,2,2,2,2,202305,30-34,0,1,0.5021038635044079,0.22887157543852418,취업취약 비단절군,0.583,0.3096
2,39,1521,4,40,2,0,0,0,1,1,0,0,0,1,0,0,1,0,5,0,1983,1,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.7608908310662695,0.31144141770894623,재연결 가능 단절군,0.739,0.2897
1,21,441,5,40,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2,1,2001,3,0,202103,2,0,0,2,0,0,202305,20-24,0,0,0.031039944090245075,0.492572976263481,고착형 단절 위험군,0.174,0.6355
1,25,625,4,70,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,1996,3,201902,201503,1,2,2,2,4,1,202105,25-29,0,1,0.950480728689609,0.1237875978263681,안정군,0.928,0.1015
1,32,1024,4,22,2,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,1991,1,201602,201403,1,2,2,2,4,1,202305,30-34,0,1,0.9807097571642999,0.058942503480726716,안정군,0.969,0.047
1,25,625,5,22,1,0,1,0,0,0,1,0,0,0,1,0,1,3,3,1,1997,3,202202,201603,1,4,2,1,0,1,202205,25-29,1,0,0.0,0.12326704184888362,취업취약 비단절군,0.263,0.3863
2,36,1296,5,92,2,0,0,0,1,1,0,0,0,0,1,0,0,0,5,0,1987,2,0,0,0,0,0,0,0,0,202305,35-39,0,0,0.5911063556969941,0.30263997373455936,취업취약 비단절군,0.623,0.3345
2,31,961,5,70,1,0,0,1,0,0,0,1,0,0,1,1,0,0,4,2,1991,3,201502,201003,1,4,2,2,2,1,202205,30-34,0,1,0.8938898172768219,0.2345583864473848,재연결 가능 단절군,0.855,0.196
1,27,729,5,70,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,3,1995,1,201707,201403,1,0,0,2,1,0,202305,25-29,0,1,0.9120006599419136,0.12123110098163072,안정군,0.902,0.1113
2,32,1024,5,22,1,0,0,1,0,0,0,1,0,0,1,0,1,0,4,1,1989,1,201202,200803,1,4,2,2,1,2,202105,30-34,0,1,0.8939046092134415,0.24230136139123576,재연결 가능 단절군,0.853,0.2014
1,30,900,3,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,4,3,1993,1,201102,200803,2,3,2,2,1,2,202305,30-34,0,1,0.8775631364910258,0.058942503480726716,안정군,0.897,0.078
2,27,729,6,70,1,0,1,0,0,0,0,1,0,0,1,1,0,0,3,1,1996,3,0,202109,1,0,0,2,0,0,202305,25-29,0,0,0.6378183781342016,0.15422315360960995,안정군,0.7,0.2166
2,37,1369,5,50,2,0,0,0,1,1,0,0,0,0,1,1,0,0,5,0,1985,2,0,0,0,0,0,0,0,0,202205,35-39,0,0,0.5958721642994972,0.31144141770894623,고착형 단절 위험군,0.624,0.3392
1,37,1369,5,70,1,0,0,0,1,0,1,0,0,0,1,1,0,0,5,0,1984,3,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.7770723531696301,0.04956351335007309,안정군,0.829,0.1016
1,39,1521,5,70,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1983,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.9780817898975388,0.05220923441143611,안정군,0.969,0.0431
2,20,400,5,100,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2001,3,0,202003,1,0,0,2,0,0,202205,20-24,0,0,0.5483452641978476,0.38198034766775535,안정군,0.569,0.4029
1,33,1089,5,70,2,0,0,1,0,0,0,0,0,0,1,1,0,7,4,1,1989,1,201502,201003,1,4,1,1,2,1,202305,30-34,0,1,0.7416413373860182,0.058942503480726716,취업취약 비단절군,0.801,0.1188
2,25,625,4,10,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,1,1995,3,201602,201403,2,2,2,2,4,2,202105,25-29,0,1,0.8956591872194979,0.16095345897786528,재연결 가능 단절군,0.879,0.144
1,30,900,5,40,1,0,0,1,0,0,1,0,0,0,1,0,1,0,4,1,1990,3,0,201702,1,0,0,2,0,0,202105,30-34,0,1,0.5969485229525889,0.05925964304922146,취업취약 비단절군,0.7,0.1624
2,33,1089,4,92,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1,1988,2,200902,200703,1,2,2,2,3,2,202205,30-34,0,1,0.5034703456834605,0.2345583864473848,고착형 단절 위험군,0.582,0.3131
1,38,1444,3,3,2,0,0,0,1,0,0,0,1,0,0,1,0,0,5,0,1984,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.9661481369943129,0.05220923441143611,안정군,0.961,0.0467
1,24,576,5,70,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1998,1,201802,201703,1,0,0,2,2,0,202305,20-24,0,1,0.8716348047392332,0.492572976263481,재연결 가능 단절군,0.762,0.3833
1,28,784,3,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3,3,3,1995,3,201402,201103,2,3,2,1,1,2,202305,25-29,0,0,0.19743968997700342,0.12123110098163072,취업취약 비단절군,0.402,0.3256
1,20,400,3,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2,4,2002,3,202101,201803,1,3,2,2,2,2,202205,20-24,0,0,0.8246137785638239,0.4803533520422679,안정군,0.733,0.3889
1,23,529,4,70,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1999,3,202202,201803,2,2,2,2,2,1,202305,20-24,0,1,0.8166052776694902,0.492572976263481,재연결 가능 단절군,0.724,0.3998
1,39,1521,5,70,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1981,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9775061556719725,0.04956351335007309,안정군,0.969,0.0414
2,27,729,4,40,1,0,1,0,0,0,0,1,0,1,0,0,1,0,3,1,1995,1,201702,201403,2,2,1,2,1,2,202305,25-29,0,1,0.8730506573783193,0.15422315360960995,안정군,0.865,0.146
2,35,1225,6,50,2,0,0,0,1,1,0,0,0,0,1,1,0,0,5,0,1985,2,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.6468729112179382,0.31559084187742065,재연결 가능 단절군,0.658,0.3269
2,38,1444,3,3,2,0,0,0,1,1,0,0,1,0,0,1,0,0,5,0,1983,2,0,0,0,0,0,0,0,0,202205,35-39,0,0,0.5034703456834605,0.31144141770894623,고착형 단절 위험군,0.559,0.367
1,39,1521,4,60,2,0,0,0,1,0,0,0,0,1,0,1,0,0,5,0,1983,1,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.9671413017602314,0.05014325784812647,안정군,0.962,0.045
2,28,784,4,91,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,2,1992,1,201402,201003,1,3,2,2,3,2,202105,25-29,0,1,0.8938898172768219,0.16095345897786528,재연결 가능 단절군,0.877,0.1445
2,32,1024,5,70,1,0,0,1,0,0,0,1,0,0,1,1,0,0,4,1,1991,1,201507,201003,1,4,2,2,1,1,202305,30-34,0,1,0.910007345620337,0.22887157543852418,안정군,0.868,0.1872
1,33,1089,4,70,2,0,0,1,0,0,0,0,0,1,0,1,0,0,4,1,1989,1,201202,200803,2,2,2,2,2,2,202205,30-34,0,1,0.9623729400913628,0.05785455694967152,안정군,0.956,0.0518
1,39,1521,5,70,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1982,1,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.9780817898975388,0.05014325784812647,안정군,0.97,0.0417
1,27,729,5,91,1,0,1,0,0,0,1,0,0,0,1,0,0,0,3,1,1993,3,201602,201203,2,4,2,2,1,2,202105,25-29,0,1,0.8716348047392332,0.1237875978263681,안정군,0.873,0.1252
2,36,1296,5,21,1,0,0,0,1,0,0,1,0,0,1,0,0,0,5,0,1985,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.8490610693627295,0.31559084187742065,재연결 가능 단절군,0.8,0.2662
1,29,841,4,40,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3,1,1993,3,201602,201203,1,2,2,2,4,1,202305,25-29,0,1,0.9419726138331797,0.12123110098163072,안정군,0.923,0.1023
2,39,1521,4,21,2,0,0,0,1,1,0,0,0,1,0,0,0,0,5,0,1982,2,0,0,0,0,0,0,0,0,202205,35-39,0,0,0.5244165235841152,0.31144141770894623,고착형 단절 위험군,0.574,0.3607
1,38,1444,6,40,2,0,0,0,1,0,0,0,0,0,1,0,1,0,5,0,1984,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.9833207439805657,0.05220923441143611,안정군,0.973,0.0416
2,29,841,5,70,2,0,1,0,0,1,0,0,0,0,1,1,0,0,3,1,1993,1,201502,201103,1,4,2,2,3,2,202205,25-29,0,1,0.8552530062928779,0.15633791231367275,재연결 가능 단절군,0.852,0.1529
2,39,1521,3,3,2,0,0,0,1,1,0,0,1,0,0,1,0,0,5,0,1982,2,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.5034703456834605,0.31559084187742065,고착형 단절 위험군,0.558,0.3699
1,28,784,5,21,2,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1993,1,201802,201203,2,4,2,2,1,1,202205,25-29,0,1,0.9623729400913628,0.12326704184888362,안정군,0.937,0.0976
1,35,1225,3,3,2,0,0,0,1,0,0,0,1,0,0,1,0,0,5,0,1985,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9661481369943129,0.04956351335007309,안정군,0.961,0.0449
1,34,1156,3,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,4,3,1987,1,200802,200503,1,3,2,2,2,2,202205,30-34,0,1,0.9623729400913628,0.05785455694967152,안정군,0.956,0.0518
1,32,1024,3,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,4,1,1988,1,200702,200403,2,3,2,2,1,2,202105,30-34,0,1,0.9571031621593712,0.05925964304922146,안정군,0.952,0.0544
2,29,841,4,92,2,0,1,0,0,1,0,0,0,1,0,0,0,0,3,1,1993,2,201708,201509,1,2,1,2,1,2,202205,25-29,0,0,0.5958721642994972,0.15633791231367275,고착형 단절 위험군,0.67,0.2307
1,37,1369,3,3,2,0,0,0,1,0,0,0,1,0,0,1,0,0,5,0,1984,1,0,0,0,0,0,0,0,0,202105,35-39,0,0,0.9661481369943129,0.04956351335007309,안정군,0.961,0.0449
2,34,1156,3,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0,4,3,1987,3,200902,200603,2,3,2,2,1,2,202205,30-34,0,0,0.7704476751413317,0.2345583864473848,고착형 단절 위험군,0.769,0.2331
1,20,400,5,80,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,2002,3,0,202103,1,0,0,2,0,0,202305,20-24,0,0,0.41615323029796714,0.492572976263481,재연결 가능 단절군,0.444,0.52
1,28,784,3,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,1993,1,201402,201103,2,3,2,2,1,2,202105,25-29,0,1,0.9320790905441991,0.1237875978263681,안정군,0.915,0.107
2,28,784,4,100,2,0,1,0,0,1,0,0,0,1,0,0,0,0,3,3,1992,2,201602,201403,2,2,2,2,4,2,202105,25-29,0,0,0.6545502645502644,0.16095345897786528,재연결 가능 단절군,0.71,0.2163
1,26,676,5,40,1,0,1,0,0,0,1,0,0,0,1,0,1,0,3,1,1995,3,0,201403,1,0,0,2,0,0,202205,25-29,0,0,0.5285444905603794,0.12326704184888362,취업취약 비단절군,0.633,0.2277
2,21,441,5,80,1,1,0,0,0,0,0,1,0,0,1,1,0,8,2,2,1999,3,0,202003,1,0,0,1,0,0,202105,20-24,0,0,0.3486584211949175,0.3957577582143863,안정군,0.425,0.4724
2,39,1521,5,22,1,0,0,0,1,0,0,1,0,0,1,0,1,0,5,0,1982,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.8490610693627295,0.31559084187742065,재연결 가능 단절군,0.8,0.2662
2,30,900,3,3,2,0,0,1,0,1,0,0,1,0,0,1,0,0,4,1,1990,2,200902,200603,2,3,2,2,1,2,202105,30-34,0,0,0.4799105215771882,0.24230136139123576,고착형 단절 위험군,0.563,0.3256
1,27,729,5,40,1,0,1,0,0,0,1,0,0,0,1,0,1,0,3,1,1994,1,202002,201303,1,4,2,2,0,1,202205,25-29,0,0,0.32436017365771974,0.12326704184888362,취업취약 비단절군,0.49,0.289
1,24,576,5,60,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1996,3,0,201603,2,0,0,2,0,0,202105,20-24,0,0,0.1155514520305186,0.4858207213569005,고착형 단절 위험군,0.235,0.6054
2,24,576,5,70,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1997,3,202102,201603,1,4,2,2,4,1,202205,20-24,0,1,0.9623729400913628,0.38198034766775535,안정군,0.859,0.2787
1,38,1444,5,70,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1983,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9780817898975388,0.04956351335007309,안정군,0.97,0.0413
2,23,529,4,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1998,3,201902,201703,2,2,2,2,2,2,202205,20-24,0,1,0.8207722747741576,0.38198034766775535,안정군,0.76,0.3212
2,34,1156,4,10,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1,1986,1,200802,200503,1,3,2,2,4,2,202105,30-34,0,1,0.6255511051772734,0.24230136139123576,고착형 단절 위험군,0.665,0.2819
1,23,529,3,3,1,1,0,0,0,0,1,0,1,0,0,1,0,3,2,1,1998,3,201702,201403,1,3,2,1,3,2,202205,20-24,0,0,0.30226160281534054,0.4803533520422679,안정군,0.367,0.5456
2,28,784,4,40,1,0,1,0,0,0,0,1,0,1,0,0,1,8,3,3,1993,3,201502,201203,2,2,2,1,2,1,202205,25-29,0,0,0.256758349849401,0.15633791231367275,고착형 단절 위험군,0.433,0.3324
1,26,676,3,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,1,1996,1,201502,201203,2,3,2,2,1,2,202305,25-29,0,1,0.8716348047392332,0.12123110098163072,안정군,0.874,0.1234
2,30,900,5,92,1,0,0,1,0,0,0,1,0,0,1,0,0,0,4,2,1992,1,201502,201102,2,4,2,2,4,2,202305,30-34,0,1,0.9585939362367788,0.22887157543852418,안정군,0.902,0.1726
1,24,576,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2,4,1998,3,201702,201403,2,3,2,2,4,2,202205,20-24,0,1,0.9120006599419136,0.4803533520422679,안정군,0.794,0.3626
1,22,484,5,50,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,2000,3,0,201903,1,0,0,2,0,0,202205,20-24,0,1,0.38377389486260455,0.4803533520422679,안정군,0.425,0.5211
1,28,784,4,91,1,0,1,0,0,0,1,0,0,1,0,0,0,6,3,1,1993,1,201406,201203,2,0,0,1,2,0,202205,25-29,0,1,0.30258819563574174,0.12326704184888362,취업취약 비단절군,0.475,0.2955
1,32,1024,7,70,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4,1,1989,3,0,202102,2,0,0,2,0,0,202105,30-34,0,0,0.3398038164097675,0.05925964304922146,취업취약 비단절군,0.52,0.2395
2,36,1296,5,92,1,0,0,0,1,0,0,1,0,0,1,0,0,0,5,0,1987,3,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.7660803486671348,0.30263997373455936,안정군,0.745,0.282
2,25,625,4,80,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3,1,1997,3,201902,201703,1,2,2,2,4,2,202305,25-29,0,1,0.9404818397557718,0.15422315360960995,안정군,0.912,0.1258
1,28,784,5,22,1,0,1,0,0,0,1,0,0,0,1,0,1,0,3,1,1994,3,202302,201903,2,4,2,2,0,2,202305,25-29,0,0,0.0,0.12123110098163072,취업취약 비단절군,0.264,0.3849
2,24,576,5,21,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1997,3,201908,201603,1,4,2,2,3,2,202105,20-24,0,1,0.9112078228006846,0.3957577582143863,안정군,0.819,0.3037
1,33,1089,5,70,2,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,1989,1,201602,200903,2,4,2,2,1,1,202205,30-34,0,1,0.9780817898975388,0.05785455694967152,안정군,0.967,0.0471
2,23,529,5,91,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1998,1,202102,201703,1,4,2,2,4,2,202205,20-24,0,0,0.9558290350719715,0.38198034766775535,안정군,0.854,0.2806
1,35,1225,4,40,1,0,0,0,1,0,1,0,0,1,0,0,1,0,5,0,1986,1,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.9112078228006846,0.05014325784812647,안정군,0.923,0.0617
2,35,1225,5,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0,5,0,1988,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.8730506573783193,0.30263997373455936,안정군,0.82,0.2499
2,21,441,5,92,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2001,3,0,201903,2,0,0,2,0,0,202205,20-24,0,1,0.10296677122153873,0.38198034766775535,취업취약 비단절군,0.257,0.5365
2,24,576,3,3,1,1,0,0,0,0,0,1,1,0,0,1,0,0,2,1,1999,3,201802,201503,2,3,2,2,4,2,202305,20-24,0,1,0.8939046092134415,0.3752915844640742,안정군,0.813,0.2945
2,21,441,5,70,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2,1,2000,3,0,202003,2,0,0,2,0,0,202205,20-24,0,0,0.11341798215511324,0.38198034766775535,취업취약 비단절군,0.265,0.5334
1,22,484,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1999,3,201302,201203,2,0,0,2,1,0,202205,20-24,0,0,0.6354753956899879,0.4803533520422679,안정군,0.601,0.4456
1,28,784,5,40,1,0,1,0,0,0,1,0,0,0,1,0,1,0,3,3,1992,9,201702,201103,2,4,2,2,1,1,202105,25-29,0,1,0.8552530062928779,0.1237875978263681,안정군,0.862,0.1301
2,39,1521,3,1,2,0,0,0,1,1,0,0,1,0,0,0,1,0,5,0,1984,2,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.5034703456834605,0.30263997373455936,취업취약 비단절군,0.562,0.3608
1,37,1369,5,60,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1986,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.9780817898975388,0.05220923441143611,안정군,0.969,0.0431
1,23,529,4,70,1,1,0,0,0,0,1,0,0,1,0,1,0,8,2,1,1998,3,202202,201703,2,2,2,1,0,1,202205,20-24,1,0,0.0,0.4803533520422679,취업취약 비단절군,0.156,0.6362
2,33,1089,6,21,1,0,0,1,0,0,0,1,0,0,1,0,0,0,4,1,1988,3,0,202203,2,0,0,2,0,0,202205,30-34,0,0,0.30468834274208045,0.2345583864473848,고착형 단절 위험군,0.443,0.3728
1,22,484,4,80,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2,2,2000,3,202202,201903,1,3,2,2,4,2,202305,20-24,0,1,0.9308939038837291,0.492572976263481,재연결 가능 단절군,0.804,0.3655
1,31,961,5,70,1,0,0,1,0,0,1,0,0,0,1,1,0,8,4,3,1991,3,201602,201003,1,4,2,1,4,1,202205,30-34,0,0,0.560718234225697,0.05785455694967152,취업취약 비단절군,0.675,0.1723
1,38,1444,3,3,2,0,0,0,1,0,0,0,1,0,0,1,0,0,5,0,1984,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.9661481369943129,0.05220923441143611,안정군,0.961,0.0467
1,34,1156,5,60,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4,1,1986,3,201302,200603,2,4,2,2,1,1,202105,30-34,0,1,0.8730506573783193,0.05925964304922146,안정군,0.893,0.0796
1,34,1156,5,22,1,0,0,1,0,0,1,0,0,0,1,0,1,0,4,3,1989,3,201502,200803,1,4,2,2,1,1,202305,30-34,0,0,0.8775631364910258,0.058942503480726716,안정군,0.897,0.078
1,27,729,4,70,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,1993,3,0,202103,2,0,0,2,0,0,202105,25-29,0,0,0.2602258607795985,0.1237875978263681,취업취약 비단절군,0.445,0.3086
1,29,841,3,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3,1,1994,3,201302,201003,1,3,2,2,1,2,202305,25-29,0,1,0.7834844673559799,0.12123110098163072,안정군,0.812,0.1498
2,24,576,5,21,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1996,3,202002,201603,2,4,2,2,0,2,202105,20-24,1,0,0.0,0.3957577582143863,취업취약 비단절군,0.181,0.577
2,35,1225,5,30,2,0,0,0,1,1,0,0,0,0,1,0,1,0,5,0,1986,2,0,0,0,0,0,0,0,0,202205,35-39,0,0,0.5285444905603794,0.31144141770894623,고착형 단절 위험군,0.577,0.3594
2,31,961,3,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0,4,1,1992,3,201102,200803,2,3,2,2,1,2,202305,30-34,0,1,0.7650218115654094,0.22887157543852418,취업취약 비단절군,0.767,0.2307
2,36,1296,5,22,1,0,0,0,1,0,0,1,0,0,1,0,1,0,5,0,1985,3,0,0,0,0,0,0,0,0,202105,35-39,1,0,0.7468916907451186,0.31559084187742065,재연결 가능 단절군,0.728,0.2968
2,23,529,5,91,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1998,8,202102,201703,2,4,2,2,3,2,202205,20-24,0,1,0.9112078228006846,0.38198034766775535,안정군,0.823,0.294
1,31,961,4,70,1,0,0,1,0,0,1,0,0,1,0,1,0,0,4,1,1990,3,201302,200903,1,2,2,2,1,1,202105,30-34,0,1,0.8716348047392332,0.05925964304922146,안정군,0.892,0.08
1,34,1156,5,40,1,0,0,1,0,0,1,0,0,0,1,0,1,0,4,1,1986,3,200912,200503,1,0,0,2,1,0,202105,30-34,0,1,0.8610368315049173,0.05925964304922146,안정군,0.885,0.0832
2,27,729,4,91,1,0,1,0,0,0,0,1,0,1,0,0,0,6,3,1,1996,3,201702,201503,1,2,2,1,4,2,202305,25-29,0,0,0.265146337682834,0.15422315360960995,취업취약 비단절군,0.439,0.3284
2,38,1444,5,10,1,0,0,0,1,0,0,1,0,0,1,0,0,0,5,0,1982,3,0,0,0,0,0,0,0,0,202105,35-39,1,0,0.7550128147143073,0.31559084187742065,재연결 가능 단절군,0.734,0.2944
1,38,1444,6,70,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1982,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9899976828608944,0.04956351335007309,안정군,0.978,0.0377
1,30,900,6,70,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4,1,1991,1,202002,201803,2,2,2,2,3,2,202205,30-34,0,1,0.9623729400913628,0.05785455694967152,안정군,0.956,0.0518
1,27,729,4,70,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,1995,1,201602,201503,1,0,0,2,1,0,202305,25-29,0,1,0.8938898172768219,0.12123110098163072,안정군,0.889,0.1167
2,30,900,4,91,1,0,0,1,0,0,0,1,0,1,0,0,0,0,4,1,1990,1,201202,200903,1,3,2,2,4,2,202105,30-34,0,1,0.8938898172768219,0.24230136139123576,재연결 가능 단절군,0.853,0.2014
2,27,729,5,21,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3,3,1994,1,201702,201203,2,4,2,2,1,1,202105,25-29,0,1,0.8938898172768219,0.16095345897786528,재연결 가능 단절군,0.877,0.1445
1,38,1444,3,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,1982,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.8690891373252315,0.04956351335007309,안정군,0.893,0.074
2,36,1296,5,30,2,0,0,0,1,1,0,0,0,0,1,0,1,0,5,0,1984,2,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.5911063556969941,0.31559084187742065,고착형 단절 위험군,0.619,0.3436
1,20,400,5,40,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2,1,2001,3,0,202103,2,0,0,2,0,0,202105,20-24,0,0,0.031039944090245075,0.4858207213569005,고착형 단절 위험군,0.176,0.6308
1,34,1156,3,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,4,1,1986,1,200602,200303,2,3,2,2,1,2,202105,30-34,0,1,0.8775631364910258,0.05925964304922146,안정군,0.897,0.0782
1,25,625,5,10,1,0,1,0,0,0,1,0,0,0,1,0,0,4,3,1,1997,3,202202,201603,2,4,2,1,0,1,202205,25-29,1,0,0.0,0.12326704184888362,취업취약 비단절군,0.263,0.3863
1,37,1369,3,3,2,0,0,0,1,0,0,0,1,0,0,1,0,0,5,0,1985,1,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.9661481369943129,0.05014325784812647,안정군,0.961,0.0453
1,26,676,4,21,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,1,1996,1,202002,201803,2,2,2,2,3,2,202305,25-29,0,1,0.9120006599419136,0.12123110098163072,안정군,0.902,0.1113
